line_no,word,pos_list,sense_idx,sense_pos_chip,sense_text,source_pos,source_def_idx,source_cefr,source_cefr_origin,source_oxford_badge,declared_cefr,status,reason,match_kind
532,countermeasure,noun,1,,a course of action taken to protect against something that is considered bad or dangerous,noun,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
533,counterpart,noun,1,,a person or thing that has the same position or function as somebody/something else in a different place or situation,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
534,countless,adjective,1,,very many; too many to be counted or mentioned,adjective,1,C1,oxford-badge,C1,C1,match,,exact-norm
535,coup,noun,1,,a sudden change of government that is illegal and often violent,noun,1,C1,per-def,C1,C1,match,,exact-norm
535,coup,noun,2,,the fact of achieving something that was difficult to do,noun,2,C1,per-def,C1,C1,match,,exact-norm
536,courtesy,noun,1,,polite behaviour that shows respect for other people,noun,1,C1,per-def,C1,C1,match,,exact-norm
537,coverage,noun,1,,the reporting of news and sport in the media,noun,1,B2,per-def,B2,B2,match,,exact-norm
537,coverage,noun,2,,"the range or quality of information that is included in a book or course of study, on television, etc.",noun,2,B2,per-def,B2,B2,match,,exact-norm
538,crack,noun|verb,1,,a line on the surface of something where it has broken but not split into separate parts,noun,1,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
538,crack,noun|verb,2,,a narrow space or opening,noun,2,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
538,crack,noun|verb,3,,to break without dividing into separate parts; to break something in this way,verb,1,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
539,craft,noun,1,,an activity involving a special skill at making things with your hands,noun,1,B2,per-def,C1,B2,match,,exact-norm
539,craft,noun,2,,all the skills needed for a particular activity,noun,2,B2,per-def,C1,B2,match,,exact-norm
540,craft,noun,1,,a boat or ship,noun,4,C2,per-def,C1,C2,match,,exact-norm
541,cram,verb,1,,to push or force somebody/something into a small space; to move into a small space with the result that it is full,verb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
541,cram,verb,2,,"to learn a lot of things in a short time, in preparation for an exam",verb,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
542,crawl,verb,1,,to move forward on your hands and knees or with your body close to the ground,verb,1,C1,per-def,C1,C1,match,,exact-norm
542,crawl,verb,2,,"when an insect, a spider, etc. crawls, it moves forward on its legs",verb,2,C1,per-def,C1,C1,match,,exact-norm
543,creativity,noun,1,,the use of skill and imagination to produce something new or to produce art,noun,1,B2,oxford-badge,B2,B2,match,,exact-norm
544,creator,noun,1,,a person who has made or invented a particular thing,noun,1,C1,per-def,C1,C1,match,,exact-norm
545,credibility,noun,1,,the quality that somebody/something has that makes people believe or trust them,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
546,credible,adjective,1,,"that can be believed or trusted ; that can be accepted, because it seems possible that it could be successful",adjective,2,C1,per-def,C1,C1,match,,fuzzy-jaccard=0.77
547,creep,verb,1,,"to move slowly, quietly and carefully, because you do not want to be seen or heard",verb,1,C1,per-def,C1,C1,match,,exact-norm
548,critical,adjective,1,,saying what you think is bad about somebody/something,adjective,1,B2,per-def,B2,B2,match,,exact-norm
548,critical,adjective,2,,extremely important because a future situation will be affected by it,adjective,2,B2,per-def,B2,B2,match,,exact-norm
548,critical,adjective,3,,"serious, uncertain and possibly dangerous",adjective,3,B2,per-def,B2,B2,match,,exact-norm
549,critically,adverb,1,,in a way that says what you think is bad about somebody/something,adverb,1,B2,per-def,B2,B2,match,,exact-norm
549,critically,adverb,2,,in a way that is extremely important because a future situation will be affected by it,adverb,2,B2,per-def,B2,B2,match,,exact-norm
549,critically,adverb,3,,"in a way that is serious, uncertain and possibly dangerous",adverb,3,B2,per-def,B2,B2,match,,exact-norm
550,critique,noun,1,,"a piece of written criticism of a set of ideas, a work of art, etc.",noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
551,crown,noun,1,,"an object in the shape of a circle, usually made of gold and precious stones, that a king or queen wears on his or her head on official occasions",noun,1,C1,per-def,C1,C1,match,,exact-norm
551,crown,noun,2,,"the government of a country, thought of as being represented by a king or queen",noun,2,C1,per-def,C1,C1,match,,exact-norm
551,crown,noun,3,,the position or power of a king or queen,noun,3,C1,per-def,C1,C1,match,,exact-norm
552,crucial,adjective,1,,"extremely important, because it will affect other things",adjective,1,B2,oxford-badge,B2,B2,match,,exact-norm
553,crude,adjective,1,,"in its natural state, before it has been processed or refined",adjective,1,C1,per-def,C1,C1,match,,exact-norm
553,crude,adjective,2,,"offensive or rude, especially about sex",adjective,3,C1,per-def,C1,C1,match,,exact-norm
554,cruise,noun|verb,1,,"a journey by ship or boat, visiting different places, especially as a holiday",noun,1,B2,oxford-badge,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
554,cruise,noun|verb,2,,"to travel in a ship or boat visiting different places, especially as a holiday",verb,1,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
555,crush,verb,1,,to press something so hard that it is damaged or loses its shape; to press somebody so hard that they are injured,verb,1,C1,per-def,C1,C1,match,,exact-norm
555,crush,verb,2,,to break something into small pieces or into a powder by pressing hard,verb,2,C1,per-def,C1,C1,match,,exact-norm
555,crush,verb,3,,to push or press somebody/something into a small space,verb,3,C1,per-def,C1,C1,match,,exact-norm
556,crystal,noun,1,,"a small piece of a substance with many even sides, that is formed naturally when the substance becomes solid ; a clear mineral, such as quartz, used in making jewellery and attractive objects",noun,1,C1,per-def,C1,C1,match,,fuzzy-jaccard=0.57
557,cue,noun,1,,an action or event that is a signal for somebody to do something ; a few words or an action in a play that is a signal for another actor to do something,noun,2,B2,per-def,B2,B2,match,,fuzzy-jaccard=0.89
558,cult,adjective|noun,1,,very popular with a particular group of people,adjective,1,C1,oxford-badge,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
558,cult,adjective|noun,2,,"a way of life, an attitude, an idea, etc. that has become very popular",noun,1,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
558,cult,adjective|noun,3,,a small group of people who have extreme religious beliefs and who are not part of any established religion,noun,2,C1,per-def,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
559,cultivate,verb,1,,to prepare and use land for growing plants or crops,verb,1,C1,per-def,C1,C1,match,,exact-norm
559,cultivate,verb,2,,to grow plants or crops,verb,2,C1,per-def,C1,C1,match,,exact-norm
560,curiosity,noun,1,,a strong desire to know about something,noun,1,C1,per-def,C1,C1,match,,exact-norm
561,curious,adjective,1,,having a strong desire to know about something,adjective,1,B2,per-def,B2,B2,match,,exact-norm
561,curious,adjective,2,,strange and unusual,adjective,2,B2,per-def,B2,B2,match,,exact-norm
562,currency,noun,1,,the system of money that a country uses,noun,1,B1,per-def,B1,B1,match,,exact-norm
563,curriculum,noun,1,,"the subjects that are included in a course of study or taught in a school, college, etc.",noun,1,B2,oxford-badge,B2,B2,match,,exact-norm
564,curse,noun,1,,a rude or offensive word or phrase that some people use when they are very angry,noun,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
564,curse,noun,2,,a word or phrase that has a magic power to make something bad happen,noun,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
564,curse,noun,3,,something that causes harm or evil,noun,3,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
565,custody,noun,1,,the legal right or duty to take care of or keep somebody/something; the act of taking care of something/somebody,noun,1,C1,per-def,C1,C1,match,,exact-norm
565,custody,noun,2,,"the state of being in prison, especially while waiting for trial",noun,2,C1,per-def,C1,C1,match,,exact-norm
566,cute,adjective,1,,pretty and attractive,adjective,1,B2,per-def,B2,B2,match,,exact-norm
567,cutting,noun,1,,an article or a story that you cut from a newspaper or magazine and keep,noun,1,C1,per-def,C1,C1,match,,exact-norm
567,cutting,noun,2,,a piece cut off a plant that will be used to grow a new plant,noun,2,C1,per-def,C1,C1,match,,exact-norm
568,cynical,adjective,1,,"believing that people act mainly in self-interest, or that something is unlikely to succeed or be valuable",,,,,C1,C1,mismatch,sense-text-not-in-source,none
569,dairy,adjective|noun,1,,made from milk,adjective,1,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
569,dairy,adjective|noun,2,,connected with the production of milk rather than meat,adjective,2,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
569,dairy,adjective|noun,3,,"milk, cheese and other milk products",noun,1,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
570,dam,noun,1,,"a barrier that is built across a river in order to stop the water from flowing, used especially to make a reservoir (= a lake for storing water) or to produce electricity",noun,1,C1,per-def,C1,C1,match,,exact-norm
571,damaging,adjective,1,,causing damage; having a bad effect on somebody/something,adjective,1,C1,oxford-badge,C1,C1,match,,exact-norm
572,dare,verb,1,,to be brave enough to do something,verb,1,B2,per-def,B2,B2,match,,exact-norm
573,darkness,noun,1,,"the state of being dark, without any light",noun,1,B2,per-def,B2,B2,match,,exact-norm
573,darkness,noun,2,,the quality or state of being dark in colour,noun,2,B2,per-def,B2,B2,match,,exact-norm
574,database,noun,1,,an organized set of data that is stored in a computer and can be looked at and used in various ways,noun,1,B2,oxford-badge,B2,B2,match,,exact-norm
575,daunt,verb,1,,to make somebody feel nervous and less confident about doing something,verb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
576,dawn,noun,1,,the time of day when light first appears,noun,1,C1,per-def,C1,C1,match,,exact-norm
576,dawn,noun,2,,the beginning or first signs of something,noun,2,C1,per-def,C1,C1,match,,exact-norm
577,deadline,noun,1,,a point in time by which something must be done,noun,1,B2,oxford-badge,B2,B2,match,,exact-norm
578,deadly,adjective,1,,causing or likely to cause death,adjective,1,B2,per-def,B2,B2,match,,exact-norm
579,dealer,noun,1,,a person whose business is buying and selling a particular product ; a person who sells illegal drugs,noun,1,B2,per-def,B2,B2,match,,fuzzy-jaccard=0.69
580,debase,verb,1,,to make somebody/something less valuable or respected,verb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
581,debris,noun,1,,"pieces of wood, metal, building materials, etc. that are left after something has been destroyed",noun,1,C1,per-def,C1,C1,match,,exact-norm
582,debut,noun,1,,the first public appearance of a performer or sports player,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
583,deception,noun,1,,the act of deliberately making somebody believe something that is not true (= of deceiving them),noun,1,C1,per-def,,C1,match,,exact-norm
584,deception,noun,1,,the act of deliberately making somebody believe something that is not true (= of deceiving them),noun,1,C1,per-def,,UNCLASSIFIED,mismatch,"cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",exact-norm
585,decision-making,noun,1,,"the process of deciding about something important, especially in a group of people or in an organization",noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
586,decisive,adjective,1,,very important for the final result of a particular situation,adjective,1,C1,per-def,C1,C1,match,,exact-norm
586,decisive,adjective,2,,able to decide something quickly and with confidence,adjective,2,C1,per-def,C1,C1,match,,exact-norm
587,deck,noun,1,,the top outside floor of a ship or boat,noun,1,B2,per-def,B2,B2,match,,exact-norm
587,deck,noun,2,,one of the floors of a ship or a bus,noun,2,B2,per-def,B2,B2,match,,exact-norm
588,declaration,noun,1,,"an official or formal statement, especially about the plans of a government or an organization; the act of making such a statement",noun,1,C1,per-def,C1,C1,match,,exact-norm
589,declarative,adjective,1,,in the form of a simple statement,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
590,decline,noun|verb,1,,"a continuous decrease in the number, value, quality, etc. of something",noun,1,B2,oxford-badge,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
590,decline,noun|verb,2,,"to become smaller, fewer, weaker, etc.",verb,1,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
591,dedicated,adjective,1,,working hard at something because it is very important to you,adjective,1,C1,per-def,C1,C1,match,,exact-norm
592,dedication,noun,1,,the hard work and effort that somebody puts into an activity or a purpose because they think it is important,noun,1,C1,per-def,C1,C1,match,,exact-norm
593,deduce,verb,1,,to form an opinion about something based on the information or evidence that is available,verb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
594,deed,noun,1,,a thing that somebody does that is usually very good or very bad,noun,1,C1,per-def,C1,C1,match,,exact-norm
595,deem,verb,1,,to have a particular opinion about somebody/something,verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
596,default,noun,1,,"what happens or appears if you do not make any other choice or change, especially in a computer program",noun,1,C1,per-def,C1,C1,match,,exact-norm
596,default,noun,2,,"failure to do something that must be done by law, especially paying a debt",noun,2,C1,per-def,C1,C1,match,,exact-norm
597,defect,noun,1,,a fault in something or in the way it has been made that means that it is not perfect,noun,1,C1,per-def,C1,C1,match,,exact-norm
598,defender,noun,1,,"a player who must stop the other team from scoring in games such as football (soccer), hockey, etc.",noun,1,B2,per-def,B2,B2,match,,exact-norm
598,defender,noun,2,,a person who defends and believes in protecting something,noun,2,B2,per-def,B2,B2,match,,exact-norm
599,defensive,adjective,1,,protecting somebody/something against attack,adjective,1,C1,per-def,C1,C1,match,,exact-norm
599,defensive,adjective,2,,behaving in a way that shows that you feel that people are criticizing you,adjective,2,C1,per-def,C1,C1,match,,exact-norm
599,defensive,adjective,3,,connected with trying to prevent the other team or player from scoring points or goals,adjective,3,C1,per-def,C1,C1,match,,exact-norm
600,deficiency,noun,1,,"the state of not having, or not having enough of, something that is essential ; a fault or a weakness in something/somebody that makes it or them less successful",noun,2,C1,per-def,C1,C1,match,,fuzzy-jaccard=0.60
601,deficit,noun,1,,"the amount by which money spent or owed is greater than money earned in a particular period of time ; the amount by which something, especially an amount of money, is too small or smaller than something else",noun,1,C1,per-def,C1,C1,match,,fuzzy-jaccard=0.71
602,defy,verb,1,,"to refuse to obey or show respect for somebody in authority, a law, a rule, etc.",verb,1,C1,per-def,C1,C1,match,,exact-norm
602,defy,verb,2,,"to be impossible or almost impossible to believe, explain, describe, etc.",verb,2,C1,per-def,C1,C1,match,,exact-norm
602,defy,verb,3,,to successfully resist something to a very unusual degree,verb,3,C1,per-def,C1,C1,match,,exact-norm
603,dehydrated,adjective,1,,having lost too much water from your body,adjective,2,C2,per-def,,C2,match,,exact-norm
604,dehydrated,adjective,1,,having lost too much water from your body,adjective,2,C2,per-def,,UNCLASSIFIED,mismatch,"cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",exact-norm
605,delegate,noun,1,,a person who is chosen or elected to represent the views of a group of people and vote and make decisions for them,noun,1,C1,per-def,C1,C1,match,,exact-norm
605,delegate,noun,2,,a person who attends a conference,noun,2,C1,per-def,C1,C1,match,,exact-norm
606,delegation,noun,1,,"a group of people who represent the views of an organization, a country, etc.",noun,1,C1,per-def,C1,C1,match,,exact-norm
607,delete,verb,1,,"to remove something that has been written or printed, or that has been stored on a computer",verb,1,B2,oxford-badge,B2,B2,match,,exact-norm
608,deliberate,adjective,1,,done on purpose rather than by accident,adjective,1,B2,per-def,B2,B2,match,,exact-norm
609,delicate,adjective,1,,easily damaged or broken ; not strong and easily becoming ill ; small and having a beautiful shape or appearance ; made or formed in a very careful and detailed way ; showing or needing careful or sensitive treatment ; light and pleasant; not strong,,,,,C1,C1,mismatch,sense-text-not-in-source,none
610,delve,verb,1,,"to reach inside a bag, container, etc. to search for something",verb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
611,democracy,noun,1,,"a system of government in which people vote to elect their representatives, or a country that has this system",noun,1,B2,per-def,B2,B2,match,,fuzzy-jaccard=0.67
612,democratic,adjective,1,,controlled by representatives who are elected by the people of a country; connected with this system,adjective,1,B2,per-def,B2,B2,match,,exact-norm
612,democratic,adjective,2,,"based on the principle that all members have an equal right to be involved in running an organization, etc.",adjective,2,B2,per-def,B2,B2,match,,exact-norm
612,democratic,adjective,3,,based on the principle that all members of society are equal rather than divided by money or social class,adjective,3,B2,per-def,B2,B2,match,,exact-norm
613,demon,noun,1,,"an evil spirit, or a thing that causes someone great worry and unhappiness",,,,,C1,C1,mismatch,sense-text-not-in-source,none
614,demonstration,noun,1,,a public meeting or a march (= an organized walk by many people) at which people show that they are protesting against or supporting somebody/something,noun,1,B2,per-def,B2,B2,match,,exact-norm
614,demonstration,noun,2,,an act of showing or explaining how something works or is done,noun,2,B2,per-def,B2,B2,match,,exact-norm
615,denial,noun,1,,a statement that something is not true or does not exist; the action of denying something ; an act of refusing to allow somebody to have something they have a right to expect ; the act of refusing to accept that something unpleasant or painful is true,noun,1,C1,per-def,C1,C1,match,,fuzzy-jaccard=0.50
616,denote,verb,1,,to be a sign of something,verb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
616,denote,verb,2,,to mean something,verb,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
617,denounce,verb,1,,"to strongly criticize somebody/something that you think is wrong, illegal, etc.",verb,1,C1,per-def,C1,C1,match,,exact-norm
617,denounce,verb,2,,"to tell the police, the authorities, etc. about somebody’s illegal political activities",verb,2,C1,per-def,C1,C1,match,,exact-norm
618,dense,adjective,1,,"containing a lot of people, things, plants, etc. with little space between them",adjective,1,C1,per-def,C1,C1,match,,exact-norm
618,dense,adjective,2,,difficult to see through,adjective,2,C1,per-def,C1,C1,match,,exact-norm
619,density,noun,1,,"the quality of being dense; the degree to which something is dense ; how thick a solid, liquid or gas is, measured by its mass per unit of volume",noun,2,C1,per-def,C1,C1,match,,fuzzy-jaccard=0.65
620,depart,verb,1,,"to leave a place, especially to start a trip ; to leave your job",verb,1,B2,per-def,B2,B2,match,,fuzzy-jaccard=0.75
621,dependence,noun,1,,the state of needing the help and support of somebody/something in order to survive or be successful,noun,1,C1,per-def,C1,C1,match,,exact-norm
621,dependence,noun,2,,the state of being addicted to something (= unable to stop taking or using it),noun,2,C1,per-def,C1,C1,match,,exact-norm
622,dependent,adjective,1,,needing somebody/something in order to survive or be successful,adjective,1,B2,per-def,B2,B2,match,,exact-norm
622,dependent,adjective,2,,addicted to something (= unable to stop taking or using it),adjective,2,B2,per-def,B2,B2,match,,exact-norm
623,depict,verb,1,,"to show an image of somebody/something in a picture ; to describe something in words, or give an impression of something in words or with a picture",verb,2,C1,per-def,C1,C1,match,,fuzzy-jaccard=0.80
624,deploy,verb,1,,to move soldiers or weapons into a position where they are ready for military action,verb,1,C1,per-def,C1,C1,match,,exact-norm
625,deployment,noun,1,,the act of moving soldiers or weapons into a position where they are ready for military action,noun,1,C1,per-def,C1,C1,match,,exact-norm
626,deposit,noun,1,,a sum of money that is given as the first part of a larger payment,noun,1,B2,per-def,C1,B2,match,,exact-norm
626,deposit,noun,2,,a sum of money that is paid by somebody when they rent something and that is returned to them if they do not lose or damage the thing they are renting,noun,2,B2,per-def,C1,B2,match,,exact-norm
627,deposit,noun,1,,a sum of money that is paid into a bank account,noun,3,C1,per-def,C1,C1,match,,exact-norm
627,deposit,noun,2,,a layer of a substance that has formed naturally underground,noun,5,C1,per-def,C1,C1,match,,exact-norm
627,deposit,noun,3,,"a layer of a substance that has been left somewhere, especially by a river, flood, etc., or is found at the bottom of a liquid",noun,6,C1,per-def,C1,C1,match,,exact-norm
628,deposit,noun,1,,"(in the British political system) the amount of money that a candidate in an election to Parliament has to pay, and that is returned if he/she gets enough votes",noun,4,C2,per-def,C1,C2,match,,exact-norm
629,depress,verb,1,,"to press or push something down, especially part of a machine",verb,4,C2,per-def,,C2,match,,exact-norm
630,depress,verb,1,,"to press or push something down, especially part of a machine",verb,4,C2,per-def,,UNCLASSIFIED,mismatch,"cefr-mismatch (deck=UNCLASSIFIED, source=C2 [per-def])",exact-norm
631,depression,noun,1,,"a medical condition in which a person feels very sad, anxious and without hope and often has physical symptoms such as being unable to sleep, etc. ; the state of feeling very sad and without hope",noun,1,B2,per-def,B2,B2,match,,fuzzy-jaccard=0.85
632,deprivation,noun,1,,"the fact of not having something that you need, like enough food, money or a home; the process that causes this",noun,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
633,deprive,phrasal verb,1,,"to prevent somebody from having or doing something, especially something important",phrasal verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
634,deputy,noun,1,,"a person who is the next most important person below a business manager, a head of a school, a political leader, etc. and who does that person’s job when they are away",noun,1,C1,per-def,C1,C1,match,,exact-norm
634,deputy,noun,2,,the name for a member of parliament in some countries,noun,2,C1,per-def,C1,C1,match,,exact-norm
635,derive,phrasal verb,1,,to come or develop from something,phrasal verb,1,B2,oxford-badge,B2,B2,match,,exact-norm
636,descend,verb,1,,to come or go down from a higher to a lower level,verb,1,C1,per-def,C1,C1,match,,exact-norm
637,descent,noun,1,,an action of coming or going down,noun,1,C1,per-def,C1,C1,match,,exact-norm
638,designate,verb,1,,to say officially that somebody/something has a particular character or name; to describe somebody/something in a particular way ; to choose or name somebody for a particular job or position,verb,1,C1,per-def,C1,C1,match,,fuzzy-jaccard=0.78
639,desirable,adjective,1,,that you would like to have or do; worth having or doing,adjective,1,C1,per-def,C1,C1,match,,exact-norm
640,desktop,noun,1,,a screen on a computer that shows the icons of programs and files that can be used,noun,1,C1,per-def,C1,C1,match,,exact-norm
641,desperately,adverb,1,,in a way that shows you have little hope and are ready to do anything without worrying about danger to yourself or others,adverb,1,B2,per-def,B2,B2,match,,exact-norm
641,desperately,adverb,2,,"extremely, especially when talking about bad situations",adverb,2,B2,per-def,B2,B2,match,,exact-norm
641,desperately,adverb,3,,"very much, especially when talking about difficult or bad situations",adverb,3,B2,per-def,B2,B2,match,,exact-norm
642,destination,noun,1,,a place to which somebody/something is going or being sent,noun,1,B1,oxford-badge,B1,B1,match,,exact-norm
643,destined,adjective,1,,"having a future that has been decided or planned at an earlier time, especially by fate",adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
643,destined,adjective,2,,on the way to or intended for a place,adjective,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
644,destruction,noun,1,,the act of destroying something; the process of being destroyed,noun,1,B2,oxford-badge,B2,B2,match,,exact-norm
645,destructive,adjective,1,,causing destruction or damage,adjective,1,C1,per-def,C1,C1,match,,exact-norm
645,destructive,adjective,2,,negative or not helpful,adjective,2,C1,per-def,C1,C1,match,,exact-norm
646,detach,verb,1,,to remove something from something larger; to become separated from something,verb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
646,detach,verb,2,,to leave or separate yourself from somebody/something,verb,2,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
646,detach,verb,3,,"to send a group of soldiers, etc. away from the main group, especially to do special duties",verb,3,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
647,detain,verb,1,,"to keep somebody in an official place, such as a police station, a prison or a hospital, and prevent them from leaving",verb,1,C1,per-def,C1,C1,match,,exact-norm
647,detain,verb,2,,to delay somebody or prevent them from going somewhere,verb,2,C1,per-def,C1,C1,match,,exact-norm
648,detection,noun,1,,"the process of discovering or noticing something, especially something that is not easy to see, hear, etc.; the fact of being discovered or noticed",noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
649,detention,noun,1,,"the state of being kept in a place, especially a prison, and prevented from leaving ; the punishment of being kept at school for a time after other students have gone home",noun,2,C1,per-def,C1,C1,match,,fuzzy-jaccard=0.62
650,deteriorate,verb,1,,to become worse,verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
651,determination,noun,1,,the quality that makes you continue trying to do something even when this is difficult,noun,1,B2,per-def,B2,B2,match,,exact-norm
652,devastate,verb,1,,to completely destroy a place or an area,verb,1,C1,per-def,C1,C1,match,,exact-norm
652,devastate,verb,2,,to make somebody feel very shocked and sad,verb,2,C1,per-def,C1,C1,match,,exact-norm
653,deviate,verb,1,,to be different from something; to do something in a different way from what is usual or expected,verb,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
654,devil,noun,1,,"an evil spirit, or the most powerful evil being (often called 'the Devil')",,,,,C1,C1,mismatch,sense-text-not-in-source,none
655,devise,verb,1,,to invent something new or a new way of doing something,verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
656,devoid,adjective,1,,completely without something,adjective,1,UNCLASSIFIED,none,,UNCLASSIFIED,match,,exact-norm
657,devote,phrasal verb,1,,"to give an amount of time, attention, etc. to something",phrasal verb,1,B2,oxford-badge,B2,B2,match,,exact-norm
658,devour,verb,1,,"to eat all of something quickly, especially because you are very hungry",verb,1,C1,per-def,,C1,match,,exact-norm
659,devour,verb,1,,"to eat all of something quickly, especially because you are very hungry",verb,1,C1,per-def,,UNCLASSIFIED,mismatch,"cefr-mismatch (deck=UNCLASSIFIED, source=C1 [per-def])",exact-norm
660,diagnose,verb,1,,to say exactly what an illness or the cause of a problem is,verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
661,diagnosis,noun,1,,the act of discovering or identifying the exact cause of an illness or a problem,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
662,dialogue,noun,1,,"a conversation in a book, play or film or in language teaching materials",noun,1,A1,per-def,A1,A1,match,,exact-norm
663,dictate,verb,1,,"to tell somebody what to do, especially in an annoying way",verb,1,C1,per-def,C1,C1,match,,exact-norm
663,dictate,verb,2,,to control or influence how something happens,verb,2,C1,per-def,C1,C1,match,,exact-norm
663,dictate,verb,3,,to say words for somebody else to write down or to be recorded,verb,3,C1,per-def,C1,C1,match,,exact-norm
664,dictator,noun,1,,"a political leader who has complete power over a country, especially one who has gained it using military force",noun,1,C1,per-def,C1,C1,match,,exact-norm
665,differ,verb,1,,to be different from somebody/something,verb,1,B2,per-def,B2,B2,match,,exact-norm
666,differentiate,verb,1,,to recognize or show that two things are not the same,verb,1,C1,per-def,C1,C1,match,,exact-norm
666,differentiate,verb,2,,to be the particular thing that shows that things or people are not the same,verb,2,C1,per-def,C1,C1,match,,exact-norm
666,differentiate,verb,3,,"to treat people or things in a different way, especially in an unfair way",verb,3,C1,per-def,C1,C1,match,,exact-norm
667,dignity,noun,1,,a calm and serious manner that deserves respect ; the fact of being given honour and respect by people ; a sense of your own importance and value,noun,2,C1,per-def,C1,C1,match,,fuzzy-jaccard=0.50
668,dilemma,noun,1,,"a situation that makes problems, often one in which you have to make a very difficult choice between things of equal importance",noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
669,dimension,noun,1,,"a measurement in space, for example how high, wide or long something is",noun,1,C1,per-def,C1,C1,match,,exact-norm
669,dimension,noun,2,,the size and extent of a situation,noun,2,C1,per-def,C1,C1,match,,exact-norm
669,dimension,noun,3,,"an aspect, or way of looking at or thinking about something",noun,3,C1,per-def,C1,C1,match,,exact-norm
670,diminish,verb,1,,"to become smaller, weaker, etc.; to make something become smaller, weaker, etc.",verb,1,C1,per-def,C1,C1,match,,exact-norm
670,diminish,verb,2,,to make somebody/something seem less important than they really are,verb,2,C1,per-def,C1,C1,match,,exact-norm
671,dip,verb,1,,to put something quickly into a liquid and take it out again,verb,1,C1,per-def,C1,C1,match,,exact-norm
671,dip,verb,2,,to go downwards or to a lower level; to make something do this,verb,2,C1,per-def,C1,C1,match,,exact-norm
672,diplomat,noun,1,,"a person whose job is to represent his or her country in a foreign country, for example, in an embassy",noun,1,C1,per-def,C1,C1,match,,exact-norm
673,diplomatic,adjective,1,,connected with managing relations between countries (= diplomacy),adjective,1,C1,per-def,C1,C1,match,,exact-norm
673,diplomatic,adjective,2,,having or showing skill in dealing with people in difficult situations,adjective,2,C1,per-def,C1,C1,match,,exact-norm
674,directory,noun,1,,"a book or electronic resource containing lists of information, usually in alphabetical order, for example people’s phone numbers or the names and addresses of businesses in a particular area",noun,1,C1,per-def,C1,C1,match,,exact-norm
