line_no,word,pos_list,sense_idx,sense_pos_chip,sense_text,source_pos,source_def_idx,source_cefr,source_cefr_origin,source_oxford_badge,declared_cefr,status,reason,match_kind
1832,convenience,noun,1,,"the quality of being useful, easy or suitable for sb",noun,1,B2,per-def,B2,B2,match,,exact-norm
1832,convenience,noun,2,,"sth that is useful and can make things easier or quicker to do, or more comfortable",noun,2,B2,per-def,B2,B2,match,,exact-norm
1832,convenience,noun,3,,[formal] at a time or a place that is suitable for sb,,,,,B2,B2,mismatch,sense-text-not-in-source,none
1833,convention,noun,1,,the way in which sth is done that most people in a society expect and consider to be polite or the right way to do it,noun,1,B2,per-def,B2,B2,match,,exact-norm
1833,convention,noun,2,,"a large meeting of the members of a profession, a political party, etc.",noun,2,B2,per-def,B2,B2,match,,exact-norm
1834,conventional,adjective,1,,"tending to follow what is done or considered acceptable by society in general; normal and ordinary, and perhaps not very interesting",adjective,1,B2,per-def,B2,B2,match,,exact-norm
1834,conventional,adjective,2,,following what is traditional or the way sth has been done for a long time,adjective,2,B2,per-def,B2,B2,match,,exact-norm
1834,conventional,adjective,3,,using the usual scientific methods of Western medicine such as artificial drugs and operations,adjective,3,B2,per-def,B2,B2,match,,exact-norm
1835,convict,verb,1,,to decide and state officially in court that sb is guilty of a crime,verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
1836,convincing,adjective,1,,that makes sb believe that sth is true,adjective,1,B2,oxford-badge,B2,B2,match,,exact-norm
1837,cooperate,verb,1,,to work together with sb else in order to achieve sth,verb,1,C1,per-def,C1,C1,match,,exact-norm
1837,cooperate,verb,2,,to be helpful by doing what sb asks you to do,verb,2,C1,per-def,C1,C1,match,,exact-norm
1838,cooperative,adjective,1,,involving doing sth together or working together with others towards a shared aim,adjective,1,C1,per-def,C1,C1,match,,exact-norm
1838,cooperative,adjective,2,,helpful by doing what you are asked to do,adjective,2,C1,per-def,C1,C1,match,,exact-norm
1838,cooperative,adjective,3,,"[business] owned and run by the people involved, with the profits shared by them",adjective,3,C1,per-def,C1,C1,match,,exact-norm
1839,coordinate,verb,1,,to organize the different parts of an activity and the people involved in it so that it works well,verb,1,C1,per-def,C1,C1,match,,exact-norm
1839,coordinate,verb,2,,to make the different parts of your body work well together,verb,2,C1,oxford-badge,C1,C1,match,,exact-norm
1840,coordination,noun,1,,"the act of making parts of sth, groups of people, etc. work together in an efficient and organized way",noun,1,C1,per-def,C1,C1,match,,exact-norm
1840,coordination,noun,2,,the ability to control your movements well,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1841,coordinator,noun,1,,a person who organizes the different parts of an activity and the people involved in it so that it works well,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
1842,cop,noun,1,,[informal] a police officer,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
1842,cop,noun,2,,"[humorous, informal] used by sb who is caught doing sth wrong, to say that they admit that they are wrong",,,,,C1,C1,mismatch,sense-text-not-in-source,none
1842,cop,noun,3,,"[informal, slang] not very good",,,,,C1,C1,mismatch,sense-text-not-in-source,none
1843,copper,noun,1,,"a chemical element. Copper is a soft red-brown metal used for making electric wires, pipes and coins.",noun,1,C1,per-def,C1,C1,match,,exact-norm
1843,copper,noun,2,,brown coins that do not have much value,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1844,copyright,noun,1,,"if a person or an organization holds the copyright on a piece of writing, music, etc., they are the only people who have the legal right to publish, broadcast, perform it, etc., and other people must ask their permission to use it or any part of it",noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
1845,corporation,noun,1,,a large business company,noun,1,B2,per-def,B2,B2,match,,exact-norm
1845,corporation,noun,2,,an organization or a group of organizations that is recognized by law as a single unit,noun,2,B2,per-def,B2,B2,match,,exact-norm
1846,correction,noun,1,,a change that makes sth more accurate than it was before,noun,1,C1,per-def,C1,C1,match,,exact-norm
1846,correction,noun,2,,the act or process of correcting sth,noun,2,C1,per-def,C1,C1,match,,exact-norm
1846,correction,noun,3,,punishment,noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
1847,correlation,noun,1,,a connection between two things in which one thing changes as the other does,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
1848,correspond,verb,1,,to be the same as or match sth,verb,1,C1,per-def,C1,C1,match,,exact-norm
1848,correspond,verb,2,,to be similar to or the same as sth else,verb,2,C1,per-def,C1,C1,match,,exact-norm
1848,correspond,verb,3,,"[formal] to write letters or emails, etc. to sb and receive letters or emails, etc. from them",verb,3,C1,per-def,C1,C1,match,,exact-norm
1849,correspondence,noun,1,,"[formal] the letters, emails, etc. a person sends and receives",noun,1,C1,per-def,C1,C1,match,,exact-norm
1849,correspondence,noun,2,,[formal] the activity of writing letters,noun,2,C1,per-def,C1,C1,match,,exact-norm
1849,correspondence,noun,3,,[formal] a connection between two things; the fact of two things being similar,noun,3,C1,per-def,C1,C1,match,,exact-norm
1850,correspondent,noun,1,,a person who reports news from a particular country or on a particular subject for a newspaper or a television or radio station,noun,1,C1,per-def,C1,C1,match,,exact-norm
1850,correspondent,noun,2,,"a person who writes letters, emails, etc. to another person",noun,2,C1,per-def,C1,C1,match,,exact-norm
1851,corresponding,adjective,1,,matching or connected with sth that you have just mentioned,adjective,1,C1,oxford-badge,C1,C1,match,,exact-norm
1852,corridor,noun,1,,"a long narrow passage in a building, with doors that open into rooms on either side",noun,1,B2,per-def,B2,B2,match,,exact-norm
1852,corridor,noun,2,,"a long narrow piece of land belonging to one country that passes through the land of another country; a part of the sky over a country that planes, for example from another country, can fly through",noun,2,B2,oxford-badge,B2,B2,match,,exact-norm
1852,corridor,noun,3,,"a passage along the side of some railway trains, from which doors lead into separate compartments",noun,4,B2,per-def,B2,B2,match,,exact-norm
1853,corrupt,adjective,1,,willing to use their power to do dishonest or illegal things in return for money or to get an advantage,adjective,1,C1,per-def,C1,C1,match,,exact-norm
1853,corrupt,adjective,2,,not honest or moral,adjective,2,C1,per-def,C1,C1,match,,exact-norm
1853,corrupt,adjective,3,,"[computing] containing changes or faults, and no longer in the original state",adjective,3,C1,oxford-badge,C1,C1,match,,exact-norm
1854,councillor,noun,1,,a member of a city or county council,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
1855,counselling,noun,1,,professional advice about a problem,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
1856,counsellor,noun,1,,"a person who has been trained to advise people with problems, especially personal problems",noun,1,C1,per-def,C1,C1,match,,exact-norm
1856,counsellor,noun,2,,a lawyer,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1856,counsellor,noun,3,,a person who is in charge of young people at a summer camp,noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
1857,counter (long flat surface),noun,1,,"a long flat surface over which goods are sold or business is done in a shop, bank, etc.",,,,,,B2,mismatch,word-not-in-source,none
1857,counter (long flat surface),noun,2,,a flat surface in a kitchen for preparing food on,,,,,,B2,mismatch,word-not-in-source,none
1857,counter (long flat surface),noun,3,,an electronic device for counting sth,,,,,,B2,mismatch,word-not-in-source,none
1858,counter (argue against),verb,1,,to reply to sb by trying to prove that what they said is not true,,,,,,C1,mismatch,word-not-in-source,none
1858,counter (argue against),verb,2,,to do sth to reduce or prevent the bad effects of sth,,,,,,C1,mismatch,word-not-in-source,none
1859,countless,adjective,1,,very many; too many to be counted or mentioned,adjective,1,C1,oxford-badge,C1,C1,match,,exact-norm
1860,coup,noun,1,,a sudden change of government that is illegal and often violent,noun,1,C1,per-def,C1,C1,match,,exact-norm
1860,coup,noun,2,,the fact of achieving sth that was difficult to do,noun,2,C1,per-def,C1,C1,match,,exact-norm
1861,courtesy,noun,1,,polite behaviour that shows respect for other people,noun,1,C1,per-def,C1,C1,match,,exact-norm
1861,courtesy,noun,2,,[formal] a polite thing that you say or do when you meet people in formal situations,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1861,courtesy,noun,3,,with the official permission of sb/sth and as a favour,,,,,C1,C1,mismatch,sense-text-not-in-source,none
1862,coverage,noun,1,,the reporting of news and sport in the media,noun,1,B2,per-def,B2,B2,match,,exact-norm
1862,coverage,noun,2,,"the range or quality of information that is included in a book or course of study, on television, etc.",noun,2,B2,per-def,B2,B2,match,,exact-norm
1862,coverage,noun,3,,protection that an insurance company provides by promising to pay you money if a particular event happens,noun,4,B2,oxford-badge,B2,B2,match,,exact-norm
1863,crack,noun|verb,1,,a line on the surface of sth where it has broken but not split into separate parts,noun,1,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
1863,crack,noun|verb,2,,a narrow space or opening,noun,2,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
1863,crack,noun|verb,3,,"a sharp, hard hit that can be heard",noun,4,B2,oxford-badge,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
1864,craft,noun,1,,an activity involving a special skill at making things with your hands,noun,1,B2,per-def,C1,B2,match,,exact-norm
1864,craft,noun,2,,all the skills needed for a particular activity,noun,2,B2,per-def,C1,B2,match,,exact-norm
1864,craft,noun,3,,"[disapproving, formal] skill in making people believe what you want them to believe",noun,3,C1,oxford-badge,C1,B2,mismatch,"cefr-mismatch (deck=B2, source=C1 [oxford-badge])",exact-norm
1865,crawl,verb,1,,to move forward on your hands and knees or with your body close to the ground,verb,1,C1,per-def,C1,C1,match,,exact-norm
1865,crawl,verb,2,,"when an insect, a spider, etc. crawls, it moves forward on its legs",verb,2,C1,per-def,C1,C1,match,,exact-norm
1865,crawl,verb,3,,to move forward very slowly,verb,3,C1,oxford-badge,C1,C1,match,,exact-norm
1866,creativity,noun,1,,the use of skill and imagination to produce sth new or to produce art,noun,1,B2,oxford-badge,B2,B2,match,,exact-norm
1867,creator,noun,1,,a person who has made or invented a particular thing,noun,1,C1,per-def,C1,C1,match,,exact-norm
1867,creator,noun,2,,God,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1868,credibility,noun,1,,the quality that sb/sth has that makes people believe or trust them,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
1869,credible,adjective,1,,that can be believed or trusted,adjective,1,C1,per-def,C1,C1,match,,exact-norm
1869,credible,adjective,2,,"that can be accepted, because it seems possible that it could be successful",adjective,2,C1,per-def,C1,C1,match,,exact-norm
1870,creep,verb,1,,"to move slowly, quietly and carefully, because you do not want to be seen or heard",verb,1,C1,per-def,C1,C1,match,,exact-norm
1870,creep,verb,2,,to move with your body close to the ground; to move slowly on your hands and knees,verb,2,C1,oxford-badge,C1,C1,match,,exact-norm
1870,creep,verb,3,,to move or develop very slowly,verb,3,C1,oxford-badge,C1,C1,match,,exact-norm
1871,crown,noun,1,,"an object in the shape of a circle, usually made of gold and precious stones, that a king or queen wears on his or her head on official occasions",noun,1,C1,per-def,C1,C1,match,,exact-norm
1871,crown,noun,2,,"the government of a country, thought of as being represented by a king or queen",noun,2,C1,per-def,C1,C1,match,,exact-norm
1871,crown,noun,3,,the position or power of a king or queen,noun,3,C1,per-def,C1,C1,match,,exact-norm
1872,crude,adjective,1,,"in its natural state, before it has been processed or refined",adjective,1,C1,per-def,C1,C1,match,,exact-norm
1872,crude,adjective,2,,not changed or corrected,adjective,2,C1,oxford-badge,C1,C1,match,,exact-norm
1872,crude,adjective,3,,"offensive or rude, especially about sex",adjective,3,C1,per-def,C1,C1,match,,exact-norm
1873,crush,verb,1,,to press sth so hard that it is damaged or loses its shape; to press sb so hard that they are injured,verb,1,C1,per-def,C1,C1,match,,exact-norm
1873,crush,verb,2,,to break sth into small pieces or into a powder by pressing hard,verb,2,C1,per-def,C1,C1,match,,exact-norm
1873,crush,verb,3,,to push or press sb/sth into a small space,verb,3,C1,per-def,C1,C1,match,,exact-norm
1874,crystal,noun,1,,"a small piece of a substance with many even sides, that is formed naturally when the substance becomes solid",noun,1,C1,per-def,C1,C1,match,,exact-norm
1874,crystal,noun,2,,"a clear mineral, such as quartz, used in making jewellery and attractive objects",noun,2,C1,per-def,C1,C1,match,,exact-norm
1874,crystal,noun,3,,glass of very high quality,noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
1875,cult,adjective|noun,1,,very popular with a particular group of people,adjective,1,C1,oxford-badge,C1,C1,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
1876,curiosity,noun,1,,a strong desire to know about sth,noun,1,C1,per-def,C1,C1,match,,exact-norm
1876,curiosity,noun,2,,an unusual and interesting thing,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1876,curiosity,noun,3,,used to tell sb not to ask questions or try to find out about things that do not involve them,,,,,C1,C1,mismatch,sense-text-not-in-source,none
1877,curious,adjective,1,,having a strong desire to know about sth,adjective,1,B2,per-def,B2,B2,match,,exact-norm
1877,curious,adjective,2,,strange and unusual,adjective,2,B2,per-def,B2,B2,match,,exact-norm
1878,custody,noun,1,,[informal] the legal right or duty to take care of or keep sb/sth; the act of taking care of sth/sb,noun,1,C1,per-def,C1,C1,match,,exact-norm
1878,custody,noun,2,,"the state of being in prison, especially while waiting for trial",noun,2,C1,per-def,C1,C1,match,,exact-norm
1879,cute,adjective,1,,pretty and attractive,adjective,1,B2,per-def,B2,B2,match,,exact-norm
1879,cute,adjective,2,,[informal] sexually attractive,adjective,2,B2,oxford-badge,B2,B2,match,,exact-norm
1879,cute,adjective,3,,"[informal] clever, sometimes in an annoying way because a person is trying to get an advantage for himself or herself",adjective,3,B2,oxford-badge,B2,B2,match,,exact-norm
1880,cutting,noun,1,,an article or a story that you cut from a newspaper or magazine and keep,noun,1,C1,per-def,C1,C1,match,,exact-norm
1880,cutting,noun,2,,a piece cut off a plant that will be used to grow a new plant,noun,2,C1,per-def,C1,C1,match,,exact-norm
1881,dairy,adjective|noun,1,,made from milk,adjective,1,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
1881,dairy,adjective|noun,2,,connected with the production of milk rather than meat,adjective,2,B2,per-def,B2,B2,match,no-per-sense-pos-in-deck; flat-matched,exact-norm
1882,dam,noun,1,,"a barrier that is built across a river in order to stop the water from flowing, used especially to make a reservoir (= a lake for storing water) or to produce electricity",noun,1,C1,per-def,C1,C1,match,,exact-norm
1882,dam,noun,2,,an artificial lake where rain or spring water is collected and stored,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1882,dam,noun,3,,"[specialist] the mother of some animals, especially horses",noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
1883,damaging,adjective,1,,causing damage; having a bad effect on sb/sth,adjective,1,C1,oxford-badge,C1,C1,match,,exact-norm
1884,dare,verb,1,,to be brave enough to do sth,verb,1,B2,per-def,B2,B2,match,,exact-norm
1884,dare,verb,2,,[informal] used to tell sb strongly not to do sth,,,,,B2,B2,mismatch,sense-text-not-in-source,none
1884,dare,verb,3,,used to show that you are angry about sth that sb has done,,,,,B2,B2,mismatch,sense-text-not-in-source,none
1885,darkness,noun,1,,"the state of being dark, without any light",noun,1,B2,per-def,B2,B2,match,,exact-norm
1885,darkness,noun,2,,the quality or state of being dark in colour,noun,2,B2,per-def,B2,B2,match,,exact-norm
1885,darkness,noun,3,,[literary] evil,noun,3,B2,oxford-badge,B2,B2,match,,exact-norm
1886,database,noun,1,,an organized set of data that is stored in a computer and can be looked at and used in various ways,noun,1,B2,oxford-badge,B2,B2,match,,exact-norm
1887,dawn,noun,1,,the time of day when light first appears,noun,1,C1,per-def,C1,C1,match,,exact-norm
1887,dawn,noun,2,,the beginning or first signs of sth,noun,2,C1,per-def,C1,C1,match,,exact-norm
1887,dawn,noun,3,,[informal] very early in the morning,,,,,C1,C1,mismatch,sense-text-not-in-source,none
1888,deadline,noun,1,,a point in time by which sth must be done,noun,1,B2,oxford-badge,B2,B2,match,,exact-norm
1889,deadly,adjective,1,,causing or likely to cause death,adjective,1,B2,per-def,B2,B2,match,,exact-norm
1889,deadly,adjective,2,,"extremely effective, so that no defence is possible",adjective,3,B2,oxford-badge,B2,B2,match,,exact-norm
1889,deadly,adjective,3,,[informal] very boring,adjective,4,B2,oxford-badge,B2,B2,match,,exact-norm
1890,dealer,noun,1,,a person whose business is buying and selling a particular product,noun,1,B2,per-def,B2,B2,match,,exact-norm
1890,dealer,noun,2,,a person who sells illegal drugs,noun,2,B2,per-def,B2,B2,match,,exact-norm
1891,debris,noun,1,,"pieces of wood, metal, building materials, etc. that are left after sth has been destroyed",noun,1,C1,per-def,C1,C1,match,,exact-norm
1891,debris,noun,2,,[formal] rubbish or pieces of material that are left somewhere and are not wanted,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1892,debut,noun,1,,the first public appearance of a performer or sports player,noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
1893,decision-making,noun,1,,"the process of deciding about sth important, especially in a group of people or in an organization",noun,1,C1,oxford-badge,C1,C1,match,,exact-norm
1894,decisive,adjective,1,,very important for the final result of a particular situation,adjective,1,C1,per-def,C1,C1,match,,exact-norm
1894,decisive,adjective,2,,able to decide sth quickly and with confidence,adjective,2,C1,per-def,C1,C1,match,,exact-norm
1895,deck,noun,1,,the top outside floor of a ship or boat,noun,1,B2,per-def,B2,B2,match,,exact-norm
1895,deck,noun,2,,one of the floors of a ship or a bus,noun,2,B2,per-def,B2,B2,match,,exact-norm
1895,deck,noun,3,,a floor or platform similar to the deck of a ship,noun,3,B2,oxford-badge,B2,B2,match,,exact-norm
1896,declaration,noun,1,,"an official or formal statement, especially about the plans of a government or an organization; the act of making such a statement",noun,1,C1,per-def,C1,C1,match,,exact-norm
1896,declaration,noun,2,,"a written or spoken statement, especially about what people feel or believe",noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1896,declaration,noun,3,,an official written statement giving information,noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
1897,dedication,noun,1,,[approving] the hard work and effort that sb puts into an activity or a purpose because they think it is important,noun,1,C1,per-def,C1,C1,match,,exact-norm
1897,dedication,noun,2,,a ceremony that is held to show that a building or an object has a special purpose or is special to the memory of a particular person,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1897,dedication,noun,3,,"the words that are used at the beginning of a book, piece of music, a performance, etc., or when receiving an award, to offer it to sb as a sign of thanks or respect",noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
1898,deed,noun,1,,"[formal, literary] a thing that sb does that is usually very good or very bad",noun,1,C1,per-def,C1,C1,match,,exact-norm
1898,deed,noun,2,,"a helpful, kind thing that you do",,,,,C1,C1,mismatch,sense-text-not-in-source,none
1899,deem,verb,1,,[formal] to have a particular opinion about sb/sth,verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
1900,default,noun,1,,"what happens or appears if you do not make any other choice or change, especially in a computer program",noun,1,C1,per-def,C1,C1,match,,exact-norm
1900,default,noun,2,,"failure to do sth that must be done by law, especially paying a debt",noun,2,C1,per-def,C1,C1,match,,exact-norm
1900,default,noun,3,,"a game or competition can be won by default if there are no other people, teams, etc. taking part",,,,,C1,C1,mismatch,sense-text-not-in-source,none
1901,defect,noun,1,,a fault in sth or in the way it has been made that means that it is not perfect,noun,1,C1,per-def,C1,C1,match,,exact-norm
1901,defect,noun,2,,a physical problem with part of sb’s body or the way that it works,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1902,defender,noun,1,,"a player who must stop the other team from scoring in games such as football (soccer), hockey, etc.",noun,1,B2,per-def,B2,B2,match,,exact-norm
1902,defender,noun,2,,a person who defends and believes in protecting sth,noun,2,B2,per-def,B2,B2,match,,exact-norm
1903,defensive,adjective,1,,protecting sb/sth against attack,adjective,1,C1,per-def,C1,C1,match,,exact-norm
1903,defensive,adjective,2,,behaving in a way that shows that you feel that people are criticizing you,adjective,2,C1,per-def,C1,C1,match,,exact-norm
1903,defensive,adjective,3,,connected with trying to prevent the other team or player from scoring points or goals,adjective,3,C1,per-def,C1,C1,match,,exact-norm
1904,deficiency,noun,1,,"the state of not having, or not having enough of, sth that is essential",noun,1,C1,per-def,C1,C1,match,,exact-norm
1904,deficiency,noun,2,,a fault or a weakness in sth/sb that makes it or them less successful,noun,2,C1,per-def,C1,C1,match,,exact-norm
1905,defy,verb,1,,"to refuse to obey or show respect for sb in authority, a law, a rule, etc.",verb,1,C1,per-def,C1,C1,match,,exact-norm
1905,defy,verb,2,,"to be impossible or almost impossible to believe, explain, describe, etc.",verb,2,C1,per-def,C1,C1,match,,exact-norm
1905,defy,verb,3,,to successfully resist sth to a very unusual degree,verb,3,C1,per-def,C1,C1,match,,exact-norm
1906,delegate,noun,1,,a person who is chosen or elected to represent the views of a group of people and vote and make decisions for them,noun,1,C1,per-def,C1,C1,match,,exact-norm
1906,delegate,noun,2,,a person who attends a conference,noun,2,C1,per-def,C1,C1,match,,exact-norm
1907,delegation,noun,1,,"a group of people who represent the views of an organization, a country, etc.",noun,1,C1,per-def,C1,C1,match,,exact-norm
1907,delegation,noun,2,,the process of giving sb work or responsibilities that would usually be yours,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1908,delete,verb,1,,"to remove sth that has been written or printed, or that has been stored on a computer",verb,1,B2,oxford-badge,B2,B2,match,,exact-norm
1909,democracy,noun,1,,a system of government in which the people of a country can vote to elect their representatives,noun,1,B2,per-def,B2,B2,match,,exact-norm
1909,democracy,noun,2,,a country that has this system of government,noun,2,B2,per-def,B2,B2,match,,exact-norm
1910,democratic,adjective,1,,controlled by representatives who are elected by the people of a country; connected with this system,adjective,1,B2,per-def,B2,B2,match,,exact-norm
1910,democratic,adjective,2,,"based on the principle that all members have an equal right to be involved in running an organization, etc.",adjective,2,B2,per-def,B2,B2,match,,exact-norm
1910,democratic,adjective,3,,based on the principle that all members of society are equal rather than divided by money or social class,adjective,3,B2,per-def,B2,B2,match,,exact-norm
1911,demon,noun,1,,an evil spirit,noun,1,C1,per-def,C1,C1,match,,exact-norm
1911,demon,noun,2,,sth that causes a person to worry and makes them unhappy,noun,2,C1,per-def,C1,C1,match,,exact-norm
1911,demon,noun,3,,[informal] a person who does sth very well or with a lot of energy,noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
1912,demonstration,noun,1,,[informal] a public meeting or a march (= an organized walk by many people) at which people show that they are protesting against or supporting sb/sth,noun,1,B2,per-def,B2,B2,match,,exact-norm
1912,demonstration,noun,2,,[informal] an act of showing or explaining how sth works or is done,noun,2,B2,per-def,B2,B2,match,,exact-norm
1912,demonstration,noun,3,,an act of showing a feeling or an opinion,noun,4,B2,oxford-badge,B2,B2,match,,exact-norm
1913,denial,noun,1,,a statement that sth is not true or does not exist; the action of denying sth,noun,1,C1,per-def,C1,C1,match,,exact-norm
1913,denial,noun,2,,an act of refusing to allow sb to have sth they have a right to expect,noun,2,C1,per-def,C1,C1,match,,exact-norm
1913,denial,noun,3,,the act of refusing to accept that sth unpleasant or painful is true,noun,3,C1,per-def,C1,C1,match,,exact-norm
1914,denounce,verb,1,,"to strongly criticize sb/sth that you think is wrong, illegal, etc.",verb,1,C1,per-def,C1,C1,match,,exact-norm
1914,denounce,verb,2,,"to tell the police, the authorities, etc. about sb’s illegal political activities",verb,2,C1,per-def,C1,C1,match,,exact-norm
1915,dense,adjective,1,,"containing a lot of people, things, plants, etc. with little space between them",adjective,1,C1,per-def,C1,C1,match,,exact-norm
1915,dense,adjective,2,,difficult to see through,adjective,2,C1,per-def,C1,C1,match,,exact-norm
1915,dense,adjective,3,,difficult to understand because it contains a lot of information,adjective,4,C1,oxford-badge,C1,C1,match,,exact-norm
1916,density,noun,1,,the quality of being dense; the degree to which sth is dense,noun,1,C1,per-def,C1,C1,match,,exact-norm
1916,density,noun,2,,"[physics] how thick a solid, liquid or gas is, measured by its mass per unit of volume",noun,2,C1,per-def,C1,C1,match,,exact-norm
1916,density,noun,3,,[computing] the amount of space available on a disk for recording data,noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
1917,depart,verb,1,,"to leave a place, especially to start a trip",verb,1,B2,per-def,B2,B2,match,,exact-norm
1917,depart,verb,2,,to leave your job,verb,2,B2,per-def,B2,B2,match,,exact-norm
1917,depart,verb,3,,to die. People say ‘depart this life’ to avoid saying ‘die’.,,,,,B2,B2,mismatch,sense-text-not-in-source,none
1918,dependence,noun,1,,the state of needing the help and support of sb/sth in order to survive or be successful,noun,1,C1,per-def,C1,C1,match,,exact-norm
1918,dependence,noun,2,,the state of being addicted to sth (= unable to stop taking or using it),noun,2,C1,per-def,C1,C1,match,,exact-norm
1918,dependence,noun,3,,[specialist] the fact of one thing being affected by another,noun,3,C1,oxford-badge,C1,C1,match,,exact-norm
1919,dependent,adjective,1,,needing sb/sth in order to survive or be successful,adjective,1,B2,per-def,B2,B2,match,,exact-norm
1919,dependent,adjective,2,,addicted to sth (= unable to stop taking or using it),adjective,2,B2,per-def,B2,B2,match,,exact-norm
1919,dependent,adjective,3,,[formal] affected or decided by sth,adjective,3,B2,oxford-badge,B2,B2,match,,exact-norm
1920,depict,verb,1,,to show an image of sb/sth in a picture,verb,1,C1,per-def,C1,C1,match,,exact-norm
1920,depict,verb,2,,"to describe sth in words, or give an impression of sth in words or with a picture",verb,2,C1,per-def,C1,C1,match,,exact-norm
1921,deploy,verb,1,,to move soldiers or weapons into a position where they are ready for military action,verb,1,C1,per-def,C1,C1,match,,exact-norm
1921,deploy,verb,2,,[formal] to use sth effectively,verb,2,C1,oxford-badge,C1,C1,match,,exact-norm
1922,deployment,noun,1,,the act of moving soldiers or weapons into a position where they are ready for military action,noun,1,C1,per-def,C1,C1,match,,exact-norm
1922,deployment,noun,2,,[formal] the act of using sth effectively,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1923,deposit,noun,1,,a sum of money that is given as the first part of a larger payment,noun,1,B2,per-def,C1,B2,match,,exact-norm
1923,deposit,noun,2,,a sum of money that is paid by sb when they rent sth and that is returned to them if they do not lose or damage the thing they are renting,noun,2,B2,per-def,C1,B2,match,,exact-norm
1923,deposit,noun,3,,placed in a deposit account,,,,,C1,B2,mismatch,sense-text-not-in-source,none
1924,depression,noun,1,,"a medical condition in which a person feels very sad, anxious and without hope and often has physical symptoms such as being unable to sleep, etc.",noun,1,B2,per-def,B2,B2,match,,exact-norm
1924,depression,noun,2,,the state of feeling very sad and without hope,noun,2,B2,per-def,B2,B2,match,,exact-norm
1924,depression,noun,3,,[formal] a part of a surface that is lower than the parts around it,noun,4,B2,oxford-badge,B2,B2,match,,exact-norm
1925,deprive,verb,1,,"to prevent sb from having or doing sth, especially sth important",phrasal verb,1,C1,oxford-badge,C1,C1,match,,exact-norm
1926,deputy,noun,1,,"a person who is the next most important person below a business manager, a head of a school, a political leader, etc. and who does that person’s job when they are away",noun,1,C1,per-def,C1,C1,match,,exact-norm
1926,deputy,noun,2,,the name for a member of parliament in some countries,noun,2,C1,per-def,C1,C1,match,,exact-norm
1927,derive,verb,1,,to come or develop from sth,phrasal verb,1,B2,oxford-badge,B2,B2,match,,exact-norm
1927,derive,verb,2,,[formal] to get sth from sth,phrasal verb,1,B2,oxford-badge,B2,B2,match,,exact-norm
1927,derive,verb,3,,[specialist] to obtain a substance from sth,phrasal verb,2,B2,oxford-badge,B2,B2,match,,exact-norm
1928,descend,verb,1,,[formal] to come or go down from a higher to a lower level,verb,1,C1,per-def,C1,C1,match,,exact-norm
1928,descend,verb,2,,[formal] to slope downwards,verb,2,C1,oxford-badge,C1,C1,match,,exact-norm
1928,descend,verb,3,,[literary] to arrive and begin to affect sb/sth,verb,3,C1,oxford-badge,C1,C1,match,,exact-norm
1929,descent,noun,1,,an action of coming or going down,noun,1,C1,per-def,C1,C1,match,,exact-norm
1929,descent,noun,2,,a slope going downwards,noun,2,C1,oxford-badge,C1,C1,match,,exact-norm
1930,designate,verb,1,,[formal] to say officially that sb/sth has a particular character or name; to describe sb/sth in a particular way,verb,1,C1,per-def,C1,C1,match,,exact-norm
